Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Lat","Lon"
Annunaki,"The Optimator > Indian Creek > Southeast Utah > Utah",https://www.mountainproject.com/route/105718786/annunaki,3.8,-1,Trad,5.11+,1,50,38.0758,-109.5948
"Leave it to Beaver (aka The Beaver)","Sports Challenge Rock - East Face > Sports Challenge Rock > Real Hidden Valley > Hidden Valley Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721822/leave-it-to-beaver-aka-the-beaver,3.9,-1,Trad,5.12a,1,70,34.01415,-116.16906
Banshee,"The Solarium > Muir Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106333612/banshee,3.9,-1,Sport,5.11c,1,100,37.73372,-83.63884
"The Fastest Gun","Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York",https://www.mountainproject.com/route/106059289/the-fastest-gun,3.9,-1,Trad,5.10b,4,500,44.40783,-73.50371
"Mr. Natural","6. GPA - Right Side > I. Glacier Point Apron > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105954972/mr-natural,3.9,-1,Trad,5.10+,1,160,37.7337,-119.56956
"Psycho Wrangler","Cotton Top > Cotton Hill > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106759853/psycho-wrangler,3.9,-1,Sport,5.12a,1,60,38.1151,-81.14094
"The Don Juan Wall","The Sorcerer > The Needles > The Needles / Kern River > Western Sierra > California",https://www.mountainproject.com/route/105834231/the-don-juan-wall,3.9,-1,Trad,5.11b,5,,36.10745,-118.48148
"Coarse and Buggy","Dihedral Rock - East Face > Dihedral Rock > Roadside Rocks > Hidden Valley Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725122/coarse-and-buggy,3.9,-1,Trad,5.11a/b,1,80,34.01977,-116.17144
D7,"The Diamond > Long's Peak > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/105749662/d7,3.9,-1,"Trad, Alpine",5.11c,6,,40.25617,-105.61384
"Flower of High Rank","(u) Northeast Buttress > Suicide Rock > Tahquitz & Suicide Rocks > California",https://www.mountainproject.com/route/105788563/flower-of-high-rank,3.8,-1,Trad,5.9,1,160,33.77158,-116.69558
Legacy,"J) Snake Buttress > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106282216/legacy,3.9,-1,Sport,5.11a,1,90,38.05474,-81.05704
"Fishhook Arête","Mt. Russell > 14 - Whitney & Surrounding Peaks > High Sierra > California",https://www.mountainproject.com/route/105802684/fishhook-arete,3.8,-1,"Trad, Alpine",5.9,8,1000,36.59,-118.291
"Gold Rush","The Main Wall > Trout Creek > Central Oregon > Oregon",https://www.mountainproject.com/route/106505501/gold-rush,3.9,-1,Trad,5.10-,1,70,44.80197,-121.10859
Drifting,"Jet Stream Wall > 10-Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106062966/drifting,3.9,-1,Trad,"5.11c PG13",5,520,36.11759,-115.4926
"Slow Children","(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105815743/slow-children,3.9,-1,Trad,5.10d,1,100,47.81847,-121.57139
"Dream of Wild Turkeys","Black Velvet Wall > 16-Black Velvet Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732275/dream-of-wild-turkeys,3.6,-1,Trad,5.10a,7,700,36.03518,-115.46652
"Jesus Wept","The Sanctuary > Muir Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106333601/jesus-wept,3.9,-1,Sport,5.12d,1,95,37.73135,-83.63397
Spectreman,"The Heap > Upper Blair > Blair (overview) > Vedauwoo > Wyoming",https://www.mountainproject.com/route/105756373/spectreman,4.0,-1,Trad,5.11,1,70,41.19623,-105.38291
"Cell Block Six","Midnight Surf > Muir Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106586323/cell-block-six,3.9,-1,Sport,5.12c,1,80,37.73199,-83.64195
"Davis-Holland Route","(f) Central Wall Area > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105836583/davis-holland-route,3.9,-1,Trad,5.10c,3,400,47.82382,-121.56549
"Dark Shadows (Full)","Dark Shadows Wall > Mescalito > 10-Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109607912/dark-shadows-full,3.6,-1,Trad,5.8,10,1000,36.12399,-115.49506
"Milk Bone","Dinosaur Rock > Central > Flatirons > Boulder > Colorado",https://www.mountainproject.com/route/106207680/milk-bone,3.9,-1,Sport,5.13a,1,100,39.9734,-105.2875
"Swedish Fish","Chocolate Factory > Bald Rock Fork Recreational Preserve (BRRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/108043545/swedish-fish,3.9,-1,Sport,5.12a,1,110,37.64919,-83.71343
Psychatomic,"The Vestibule > The Monastery > Big Thompson Canyon > Estes Park Valley > Colorado",https://www.mountainproject.com/route/105756049/psychatomic,3.9,-1,Sport,5.12d,1,,40.45334,-105.36914
"North Face","Castleton Tower > Castle Valley > Southeast Utah > Utah",https://www.mountainproject.com/route/105717319/north-face,3.9,-1,Trad,5.11-,3,,38.651,-109.3678
"Giant Man","The Hinterlands > *Rumney > New Hampshire",https://www.mountainproject.com/route/106011340/giant-man,3.9,-1,Sport,5.12b/c,1,90,43.80505,-71.84309
"One Way Sunset","West Face > Devils Tower > Wyoming",https://www.mountainproject.com/route/105715184/one-way-sunset,3.9,-1,Trad,5.10c,4,440,44.59062,-104.71615
"The Headache","Headache Area > Mount Carmel Tunnel > Zion National Park > Southwest Utah > Utah",https://www.mountainproject.com/route/105718186/the-headache,3.9,-1,Trad,5.10,3,380,37.21139,-112.95855
Sinestra,"Original Meat Wall > Indian Creek > Southeast Utah > Utah",https://www.mountainproject.com/route/105717544/sinestra,4.0,-1,Trad,5.11,1,170,38.1381,-109.58572
"Open Book","(h) Open Book Area > Tahquitz Rock > Tahquitz & Suicide Rocks > California",https://www.mountainproject.com/route/105794117/open-book,3.7,-1,Trad,5.9,3,490,33.75946,-116.68508
"Bear's Reach","East Wall > Main Formation > Lover's Leap > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105798294/bears-reach,3.4,-1,Trad,5.7,3,400,38.80261,-120.13204
"Chain Reaction","(k) The Dihedrals > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105789917/chain-reaction,3.8,-1,Sport,5.12c,1,40,44.3665,-121.14564
"The Grand Traverse","Grand Teton > Grand Teton National Park > Wyoming",https://www.mountainproject.com/route/106565238/the-grand-traverse,3.9,-1,"Trad, Alpine",5.8,1,12000,43.74092,-110.80253
"The Coffin","Coffin Buttress > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105740048/the-coffin,3.8,-1,Trad,5.9,1,80,40.5739,-111.771
"Wine and Roses","Wine and Roses > Fremont Canyon > Wyoming",https://www.mountainproject.com/route/105828723/wine-and-roses,3.9,-1,Trad,5.11a,1,90,42.46729,-106.80228
"Flying Hawaiian","Waimea > *Rumney > New Hampshire",https://www.mountainproject.com/route/105910536/flying-hawaiian,3.8,-1,Sport,5.11b,1,,43.80386,-71.84091
Pente,"Reservoir Wall > Indian Creek > Southeast Utah > Utah",https://www.mountainproject.com/route/105717391/pente,3.9,-1,Trad,5.11-,1,140,38.08285,-109.56278
"Way Rambo","Way Rambo > Indian Creek > Southeast Utah > Utah",https://www.mountainproject.com/route/105718642/way-rambo,3.8,-1,Trad,5.12-,1,100,38.0368,-109.5774
"Pratt's Crack","Pratt's Crack / Dihedrals Area > Scheelite Canyon / Pratt's Crack Gully > Pine Creek Canyon > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105957801/pratts-crack,3.8,-1,Trad,5.9,1,165,37.38393,-118.67712
"Jupiter Crack","Sparks Wall > Indian Creek > Southeast Utah > Utah",https://www.mountainproject.com/route/107516399/jupiter-crack,3.9,-1,Trad,5.11b,1,130,38.04022,-109.59149
"Zoo View","Circus Wall > Sentinel Buttress > Moore's Wall (Routes) > Moore's Wall > 3. Piedmont Region > North Carolina",https://www.mountainproject.com/route/105932744/zoo-view,3.9,-1,Trad,5.7+,2,220,36.3973,-80.2861
"Lurking Fear","2. Southwest Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106110258/lurking-fear,3.5,-1,"Trad, Aid","5.7 C2",19,2000,37.73051,-119.63828
"Big Bad Wolf","Riding Hood Wall > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107339211/big-bad-wolf,3.1,-1,Sport,5.9,3,220,36.14947,-115.42673
"Sacherer Cracker","The Slack to West Buttress > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105945535/sacherer-cracker,3.8,-1,Trad,5.10a,1,150,37.73009,-119.63786
"Sonic Youth","The New River Wall > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/105749158/sonic-youth,3.9,-1,Sport,5.13a,1,,39.73704,-105.31624
"Crack of Doom","Morning Glory Spire > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105741584/crack-of-doom,3.9,-1,Trad,5.11c,1,80,42.08282,-113.72147
"Cascading Crystal Kaleidoscope (CCK)","h. The Arrow Wall - CCK > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105801065/cascading-crystal-kaleidoscope-cck,3.7,-1,Trad,"5.8 PG13",3,250,41.74396,-74.17964
"Country Club Crack","Castle Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105748711/country-club-crack,3.9,-1,Trad,5.11c,2,,39.9787,-105.4551
"Mercy the Huff","Left Flank > Northern Gorge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106045269/mercy-the-huff,3.9,-1,Sport,5.12b,1,80,37.81449,-83.66388
"Blues Riff","Phobos/Deimos Cliff > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105862969/blues-riff,3.9,-1,Trad,5.11,2,250,37.84904,-119.44691
"White Punks on Dope","Voodoo Dome > The Needles > The Needles / Kern River > Western Sierra > California",https://www.mountainproject.com/route/105844453/white-punks-on-dope,3.8,-1,Trad,"5.9- PG13",6,,36.10433,-118.47618
"West Face","Cardinal Pinnacle > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105942424/west-face,3.8,-1,Trad,5.10a,4,550,37.22797,-118.59626
Smashmouth,"The Confluence > Zion National Park > Southwest Utah > Utah",https://www.mountainproject.com/route/106754188/smashmouth,3.9,-1,Trad,5.11,4,400,37.21192,-112.97002
Rubicon,"Rubicon Formation > Split Rocks West > Split Rocks > Pinto Basin > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725101/rubicon,3.9,-1,Trad,5.10c,1,80,34.006,-116.0572
"Slice and Dice","Way Rambo > Indian Creek > Southeast Utah > Utah",https://www.mountainproject.com/route/105818493/slice-and-dice,3.9,-1,Trad,5.12,1,60,38.0368,-109.5774
"Walt Bailey","South and East Faces > Devils Tower > Wyoming",https://www.mountainproject.com/route/105715550/walt-bailey,3.9,-1,Trad,5.9,1,180,44.58986,-104.71457
"On the Lamb","West Face of the Lamb > Lamb Dome > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105862991/on-the-lamb,3.8,-1,Trad,5.9,4,,37.86932,-119.42588
"Little Devil","Miscellaneous Castlewood Boulder problems > Bouldering problems > Castlewood Canyon SP > Denver South > Denver Metropolitan Area Bouldering and Buildering > Colorado",https://www.mountainproject.com/route/105758724/little-devil,3.8,-1,"TR, Aid, Boulder, Mixed, Ice, Snow","5.15d V15- WI8 M1 A5+ Easy Snow X",1,,39.31677,-104.73933
"Huecos Rancheros","Namaste Wall > South Fork of Taylor > Kolob Canyon > Zion National Park > Southwest Utah > Utah",https://www.mountainproject.com/route/105718117/huecos-rancheros,3.9,-1,Sport,5.12b,1,150,37.45133,-113.16338
"Lunatic Fringe","Reed's Pinnacle > At. Reed's Pinnacle Area > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105870727/lunatic-fringe,3.9,-1,Trad,5.10c,1,140,37.72439,-119.70063
"Arm and Hammer","Middle Bell Tower > Bell's Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105741977/arm-and-hammer,3.9,-1,Trad,5.10b,6,600,40.56225,-111.76512
Scarface,"Scarface > Indian Creek > Southeast Utah > Utah",https://www.mountainproject.com/route/105717484/scarface,3.8,-1,Trad,5.11a/b,1,,38.06928,-109.55004
Squawstruck,"Squaw Peak > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106897735/squawstruck,3.4,-1,Sport,5.11a/b,22,1900,40.27201,-111.61624
"Fat City Direct","a. Beginning of cliff to Gelsa > The Near Trapps > The Gunks > New York",https://www.mountainproject.com/route/105798943/fat-city-direct,3.9,-1,Trad,"5.10d PG13",1,150,41.73517,-74.19463
"Excuse Station","Reservoir Wall > Indian Creek > Southeast Utah > Utah",https://www.mountainproject.com/route/105717409/excuse-station,3.9,-1,Trad,5.11,1,105,38.08285,-109.56278
"Hospital Corner","West Wall > Main Formation > Lover's Leap > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105798333/hospital-corner,3.8,-1,Trad,5.10a,2,240,38.7991,-120.1361
"Conn Diagonal","Outer Outlet > Outlets > Sylvan Lake > Custer State Park > South Dakota",https://www.mountainproject.com/route/105714734/conn-diagonal,3.9,-1,Trad,5.7,3,300,43.84828,-103.56827
Recompense,"The Prow Area > *Cathedral Ledge > New Hampshire",https://www.mountainproject.com/route/105880759/recompense,3.7,-1,Trad,5.9,3,400,44.06298,-71.1656
"Whimsical Dreams","Turkey Tail > Turkey Rocks > South Platte > Colorado",https://www.mountainproject.com/route/105753136/whimsical-dreams,3.9,-1,Trad,5.11b,1,,39.11911,-105.23949
Doub-Griffith,"Redgarden - Tower One > Redgarden Wall > Eldorado Canyon State Park > Boulder > Colorado",https://www.mountainproject.com/route/105753319/doub-griffith,3.9,-1,Trad,5.11c,3,,39.93194,-105.28603
Whodunit,"(d) Northwest Recess > Tahquitz Rock > Tahquitz & Suicide Rocks > California",https://www.mountainproject.com/route/105798191/whodunit,3.7,-1,Trad,5.9,8,800,33.76079,-116.68392
"Big Guy","Scarface > Indian Creek > Southeast Utah > Utah",https://www.mountainproject.com/route/105981715/big-guy,3.9,-1,Trad,5.11-,1,120,38.06928,-109.55004
"Tufa Yard Dash","Tufa City > The Homestead > Central Arizona > Arizona",https://www.mountainproject.com/route/106579242/tufa-yard-dash,3.9,-1,Sport,5.11c,1,70,33.17567,-110.78048
"Dopey Duck","Shortoff Mountain > Linville Gorge > 2. Northern Mountains Region > North Carolina",https://www.mountainproject.com/route/105969252/dopey-duck,3.8,-1,Trad,5.9,3,350,35.83139,-81.90257
"One Of These Days","One Of These Days Buttress > Cloudburst Canyon > Woodfords Canyon > Carson Pass Highway (88) > Lake Tahoe > California",https://www.mountainproject.com/route/106535215/one-of-these-days,3.9,-1,Trad,5.10c,1,115,38.76132,-119.86108
"East Buttress","4. East Buttress > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105833467/east-buttress,3.5,-1,Trad,5.10b,9,1200,37.73,-119.62548
"Son of Easy O","c. Frog's Head - the Arch > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105821512/son-of-easy-o,3.8,-1,Trad,5.8,2,170,41.73836,-74.18537
"The Armadillo","01. Chimney Pond (""South"") Basin - Summer Rock Routes > Katahdin > j. The Maine Highlands (inc. BSP / Katahdin ) > Maine",https://www.mountainproject.com/route/106020335/the-armadillo,3.8,-1,Trad,5.7,1,,45.91441,-68.91153
"Toxic Hueco","2 Toxic Hueco Area > Lower Meadow > Meadow River Gorge > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106494909/toxic-hueco,3.9,-1,Sport,5.11d,1,80,38.15323,-80.93233
"Crime of the Century","Penny Lane > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105842838/crime-of-the-century,3.8,-1,Trad,5.11b/c,1,40,49.7049,-123.1378
"Penny Lane","Penny Lane > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105842825/penny-lane,3.6,-1,Trad,5.9,1,100,49.7049,-123.1378
"Little Bear-Blanca Traverse","Blanca Peak > Sangre de Cristo Range > Alpine Rock > Colorado",https://www.mountainproject.com/route/105760884/little-bear-blanca-traverse,3.8,-1,"Trad, Alpine",5.0,1,,37.57771,-105.48544
"9 Lives","Cat Wall > Indian Creek > Southeast Utah > Utah",https://www.mountainproject.com/route/105717712/9-lives,3.9,-1,Trad,5.11c,1,120,38.09105,-109.56277
Ridicullissima,"i. High E > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105888125/ridicullissima,3.9,-1,Trad,"5.10c/d PG13",1,180,41.74421,-74.179
"Madame Grunnebaum's Wulst","f. The Guides' Wall (Madame G's) > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105799697/madame-grunnebaums-wulst,3.7,-1,Trad,5.6,3,210,41.74053,-74.18289
"High Plains Drifter","The Sheriff's Badge > The Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106109412/high-plains-drifter,3.9,-1,Trad,5.11c,3,250,49.686,-123.1415
Zion,"(g) Morning Glory Wall > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105790290/zion,3.7,-1,Trad,5.10a/b,4,350,44.36716,-121.14353
"Super Crack","7) Thunder Buttress > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/105949134/super-crack,3.9,-1,Trad,5.9+,1,100,38.05053,-81.03102
"American Beauty","Cowboy King Wall > Aspen Glade > Wild Iris > Lander Area > Wyoming",https://www.mountainproject.com/route/106811737/american-beauty,3.9,-1,Sport,5.12b,1,75,42.5928,-108.7408
Pump-O-Rama,"The Arsenal > Rifle Mountain Park > Rifle > Colorado",https://www.mountainproject.com/route/105753574/pump-o-rama,3.9,-1,Sport,5.13a,1,,39.70756,-107.69464
"Super Slab","Redgarden - Tower One > Redgarden Wall > Eldorado Canyon State Park > Boulder > Colorado",https://www.mountainproject.com/route/105749728/super-slab,3.8,-1,Trad,5.10+,4,,39.93194,-105.28603
Technosurfing,"Waimea > *Rumney > New Hampshire",https://www.mountainproject.com/route/105867836/technosurfing,3.8,-1,Sport,5.12b,1,60,43.80386,-71.84091
Solstice,"Solstice Cave > South Clear Creek > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/106564957/solstice,3.9,-1,Sport,5.12a,1,70,36.09373,-84.70165
